date,ageGroup,vaxxed
01/08/2022,65+ Years,0.95
01/07/2022,<2 Years,0
01/07/2022,2 - 4 Years,0
01/07/2022,5 - 11 Years,0.272
01/07/2022,12 - 17 Years,0.648
01/07/2022,18 - 24 Years,0.735
01/07/2022,25 - 49 Years,0.791
01/07/2022,50 - 64 Years,0.906
01/07/2022,65+ Years,0.95
01/06/2022,<2 Years,0
01/06/2022,2 - 4 Years,0
01/06/2022,5 - 11 Years,0.269
01/06/2022,12 - 17 Years,0.647
01/06/2022,18 - 24 Years,0.733
01/06/2022,25 - 49 Years,0.79
01/06/2022,50 - 64 Years,0.905
01/06/2022,65+ Years,0.95
01/05/2022,<2 Years,0
01/05/2022,2 - 4 Years,0
01/05/2022,5 - 11 Years,0.266
01/05/2022,12 - 17 Years,0.646
01/05/2022,18 - 24 Years,0.732
01/05/2022,25 - 49 Years,0.788
01/05/2022,50 - 64 Years,0.904
01/05/2022,65+ Years,0.95
01/04/2022,<2 Years,0
01/04/2022,2 - 4 Years,0
01/04/2022,5 - 11 Years,0.263
01/04/2022,12 - 17 Years,0.645
01/04/2022,18 - 24 Years,0.73
01/04/2022,25 - 49 Years,0.787
01/04/2022,50 - 64 Years,0.904
01/04/2022,65+ Years,0.95
01/03/2022,<2 Years,0
01/03/2022,2 - 4 Years,0
01/03/2022,5 - 11 Years,0.26
01/03/2022,12 - 17 Years,0.644
01/03/2022,18 - 24 Years,0.728
01/03/2022,25 - 49 Years,0.786
01/03/2022,50 - 64 Years,0.903
01/03/2022,65+ Years,0.95
01/02/2022,<2 Years,0
01/02/2022,2 - 4 Years,0
01/02/2022,5 - 11 Years,0.257
01/02/2022,12 - 17 Years,0.643
01/02/2022,18 - 24 Years,0.727
01/02/2022,25 - 49 Years,0.785
01/02/2022,50 - 64 Years,0.902
01/02/2022,65+ Years,0.95
01/01/2022,<2 Years,0
01/01/2022,2 - 4 Years,0
01/01/2022,5 - 11 Years,0.256
01/01/2022,12 - 17 Years,0.642
01/01/2022,18 - 24 Years,0.726
01/01/2022,25 - 49 Years,0.785
01/01/2022,50 - 64 Years,0.902
01/01/2022,65+ Years,0.95
12/31/2021,<2 Years,0
12/31/2021,2 - 4 Years,0
12/31/2021,5 - 11 Years,0.256
12/31/2021,12 - 17 Years,0.642
12/31/2021,18 - 24 Years,0.726
12/31/2021,25 - 49 Years,0.785
12/31/2021,50 - 64 Years,0.901
12/31/2021,65+ Years,0.95
12/30/2021,<2 Years,0
12/30/2021,2 - 4 Years,0
12/30/2021,5 - 11 Years,0.254
12/30/2021,12 - 17 Years,0.642
12/30/2021,18 - 24 Years,0.726
12/30/2021,25 - 49 Years,0.784
12/30/2021,50 - 64 Years,0.901
12/30/2021,65+ Years,0.95
12/29/2021,<2 Years,0
12/29/2021,2 - 4 Years,0
12/29/2021,5 - 11 Years,0.251
12/29/2021,12 - 17 Years,0.64
12/29/2021,18 - 24 Years,0.724
12/29/2021,25 - 49 Years,0.783
12/29/2021,50 - 64 Years,0.9
12/29/2021,65+ Years,0.95
12/28/2021,<2 Years,0
12/28/2021,2 - 4 Years,0
12/28/2021,5 - 11 Years,0.247
12/28/2021,12 - 17 Years,0.639
12/28/2021,18 - 24 Years,0.722
12/28/2021,25 - 49 Years,0.782
12/28/2021,50 - 64 Years,0.899
12/28/2021,65+ Years,0.95
12/27/2021,<2 Years,0
12/27/2021,2 - 4 Years,0
12/27/2021,5 - 11 Years,0.243
12/27/2021,12 - 17 Years,0.638
12/27/2021,18 - 24 Years,0.72
12/27/2021,25 - 49 Years,0.781
12/27/2021,50 - 64 Years,0.898
12/27/2021,65+ Years,0.95
12/26/2021,<2 Years,0
12/26/2021,2 - 4 Years,0
12/26/2021,5 - 11 Years,0.24
12/26/2021,12 - 17 Years,0.637
12/26/2021,18 - 24 Years,0.719
12/26/2021,25 - 49 Years,0.779
12/26/2021,50 - 64 Years,0.897
12/26/2021,65+ Years,0.95
12/25/2021,<2 Years,0
12/25/2021,2 - 4 Years,0
12/25/2021,5 - 11 Years,0.239
12/25/2021,12 - 17 Years,0.637
12/25/2021,18 - 24 Years,0.718
12/25/2021,25 - 49 Years,0.779
12/25/2021,50 - 64 Years,0.896
12/25/2021,65+ Years,0.95
12/24/2021,<2 Years,0
12/24/2021,2 - 4 Years,0
12/24/2021,5 - 11 Years,0.239
12/24/2021,12 - 17 Years,0.637
12/24/2021,18 - 24 Years,0.718
12/24/2021,25 - 49 Years,0.779
12/24/2021,50 - 64 Years,0.896
12/24/2021,65+ Years,0.95
12/23/2021,<2 Years,0
12/23/2021,2 - 4 Years,0
12/23/2021,5 - 11 Years,0.239
12/23/2021,12 - 17 Years,0.636
12/23/2021,18 - 24 Years,0.718
12/23/2021,25 - 49 Years,0.779
12/23/2021,50 - 64 Years,0.896
12/23/2021,65+ Years,0.95
12/22/2021,<2 Years,0
12/22/2021,2 - 4 Years,0
12/22/2021,5 - 11 Years,0.237
12/22/2021,12 - 17 Years,0.635
12/22/2021,18 - 24 Years,0.716
12/22/2021,25 - 49 Years,0.777
12/22/2021,50 - 64 Years,0.895
12/22/2021,65+ Years,0.95
12/21/2021,<2 Years,0
12/21/2021,2 - 4 Years,0
12/21/2021,5 - 11 Years,0.233
12/21/2021,12 - 17 Years,0.634
12/21/2021,18 - 24 Years,0.714
12/21/2021,25 - 49 Years,0.776
12/21/2021,50 - 64 Years,0.894
12/21/2021,65+ Years,0.95
12/20/2021,<2 Years,0
12/20/2021,2 - 4 Years,0
12/20/2021,5 - 11 Years,0.23
12/20/2021,12 - 17 Years,0.633
12/20/2021,18 - 24 Years,0.712
12/20/2021,25 - 49 Years,0.775
12/20/2021,50 - 64 Years,0.893
12/20/2021,65+ Years,0.95
12/19/2021,<2 Years,0
12/19/2021,2 - 4 Years,0
12/19/2021,5 - 11 Years,0.226
12/19/2021,12 - 17 Years,0.632
12/19/2021,18 - 24 Years,0.71
12/19/2021,25 - 49 Years,0.773
12/19/2021,50 - 64 Years,0.892
12/19/2021,65+ Years,0.95
12/18/2021,<2 Years,0
12/18/2021,2 - 4 Years,0
12/18/2021,5 - 11 Years,0.225
12/18/2021,12 - 17 Years,0.632
12/18/2021,18 - 24 Years,0.709
12/18/2021,25 - 49 Years,0.773
12/18/2021,50 - 64 Years,0.891
12/18/2021,65+ Years,0.95
12/17/2021,<2 Years,0
12/17/2021,2 - 4 Years,0
12/17/2021,5 - 11 Years,0.222
12/17/2021,12 - 17 Years,0.631
12/17/2021,18 - 24 Years,0.708
12/17/2021,25 - 49 Years,0.772
12/17/2021,50 - 64 Years,0.89
12/17/2021,65+ Years,0.95
12/16/2021,<2 Years,0
12/16/2021,2 - 4 Years,0
12/16/2021,5 - 11 Years,0.219
12/16/2021,12 - 17 Years,0.63
12/16/2021,18 - 24 Years,0.707
12/16/2021,25 - 49 Years,0.771
12/16/2021,50 - 64 Years,0.889
12/16/2021,65+ Years,0.95
12/15/2021,<2 Years,0
12/15/2021,2 - 4 Years,0
12/15/2021,5 - 11 Years,0.215
12/15/2021,12 - 17 Years,0.629
12/15/2021,18 - 24 Years,0.706
12/15/2021,25 - 49 Years,0.77
12/15/2021,50 - 64 Years,0.888
12/15/2021,65+ Years,0.95
12/14/2021,<2 Years,0
12/14/2021,2 - 4 Years,0
12/14/2021,5 - 11 Years,0.212
12/14/2021,12 - 17 Years,0.629
12/14/2021,18 - 24 Years,0.704
12/14/2021,25 - 49 Years,0.768
12/14/2021,50 - 64 Years,0.887
12/14/2021,65+ Years,0.95
12/13/2021,<2 Years,0
12/13/2021,2 - 4 Years,0
12/13/2021,5 - 11 Years,0.21
12/13/2021,12 - 17 Years,0.628
12/13/2021,18 - 24 Years,0.703
12/13/2021,25 - 49 Years,0.767
12/13/2021,50 - 64 Years,0.886
12/13/2021,65+ Years,0.95
12/12/2021,<2 Years,0
12/12/2021,2 - 4 Years,0
12/12/2021,5 - 11 Years,0.207
12/12/2021,12 - 17 Years,0.627
12/12/2021,18 - 24 Years,0.702
12/12/2021,25 - 49 Years,0.766
12/12/2021,50 - 64 Years,0.885
12/12/2021,65+ Years,0.95
12/11/2021,<2 Years,0
12/11/2021,2 - 4 Years,0
12/11/2021,5 - 11 Years,0.206
12/11/2021,12 - 17 Years,0.627
12/11/2021,18 - 24 Years,0.701
12/11/2021,25 - 49 Years,0.766
12/11/2021,50 - 64 Years,0.885
12/11/2021,65+ Years,0.95
12/10/2021,<2 Years,0
12/10/2021,2 - 4 Years,0
12/10/2021,5 - 11 Years,0.203
12/10/2021,12 - 17 Years,0.626
12/10/2021,18 - 24 Years,0.701
12/10/2021,25 - 49 Years,0.765
12/10/2021,50 - 64 Years,0.884
12/10/2021,65+ Years,0.95
12/09/2021,<2 Years,0
12/09/2021,2 - 4 Years,0
12/09/2021,5 - 11 Years,0.199
12/09/2021,12 - 17 Years,0.625
12/09/2021,18 - 24 Years,0.7
12/09/2021,25 - 49 Years,0.764
12/09/2021,50 - 64 Years,0.883
12/09/2021,65+ Years,0.95
12/08/2021,<2 Years,0
12/08/2021,2 - 4 Years,0
12/08/2021,5 - 11 Years,0.196
12/08/2021,12 - 17 Years,0.625
12/08/2021,18 - 24 Years,0.699
12/08/2021,25 - 49 Years,0.763
12/08/2021,50 - 64 Years,0.882
12/08/2021,65+ Years,0.95
12/07/2021,<2 Years,0
12/07/2021,2 - 4 Years,0
12/07/2021,5 - 11 Years,0.193
12/07/2021,12 - 17 Years,0.624
12/07/2021,18 - 24 Years,0.697
12/07/2021,25 - 49 Years,0.761
12/07/2021,50 - 64 Years,0.88
12/07/2021,65+ Years,0.95
12/06/2021,<2 Years,0
12/06/2021,2 - 4 Years,0
12/06/2021,5 - 11 Years,0.189
12/06/2021,12 - 17 Years,0.623
12/06/2021,18 - 24 Years,0.696
12/06/2021,25 - 49 Years,0.76
12/06/2021,50 - 64 Years,0.879
12/06/2021,65+ Years,0.95
12/05/2021,<2 Years,0
12/05/2021,2 - 4 Years,0
12/05/2021,5 - 11 Years,0.187
12/05/2021,12 - 17 Years,0.623
12/05/2021,18 - 24 Years,0.695
12/05/2021,25 - 49 Years,0.759
12/05/2021,50 - 64 Years,0.878
12/05/2021,65+ Years,0.95
12/04/2021,<2 Years,0
12/04/2021,2 - 4 Years,0
12/04/2021,5 - 11 Years,0.185
12/04/2021,12 - 17 Years,0.622
12/04/2021,18 - 24 Years,0.695
12/04/2021,25 - 49 Years,0.759
12/04/2021,50 - 64 Years,0.878
12/04/2021,65+ Years,0.95
12/03/2021,<2 Years,0
12/03/2021,2 - 4 Years,0
12/03/2021,5 - 11 Years,0.182
12/03/2021,12 - 17 Years,0.622
12/03/2021,18 - 24 Years,0.694
12/03/2021,25 - 49 Years,0.758
12/03/2021,50 - 64 Years,0.877
12/03/2021,65+ Years,0.95
12/02/2021,<2 Years,0
12/02/2021,2 - 4 Years,0
12/02/2021,5 - 11 Years,0.178
12/02/2021,12 - 17 Years,0.621
12/02/2021,18 - 24 Years,0.693
12/02/2021,25 - 49 Years,0.756
12/02/2021,50 - 64 Years,0.875
12/02/2021,65+ Years,0.95
12/01/2021,<2 Years,0
12/01/2021,2 - 4 Years,0
12/01/2021,5 - 11 Years,0.175
12/01/2021,12 - 17 Years,0.62
12/01/2021,18 - 24 Years,0.692
12/01/2021,25 - 49 Years,0.755
12/01/2021,50 - 64 Years,0.874
12/01/2021,65+ Years,0.95
11/30/2021,<2 Years,0
11/30/2021,2 - 4 Years,0
11/30/2021,5 - 11 Years,0.171
11/30/2021,12 - 17 Years,0.619
11/30/2021,18 - 24 Years,0.69
11/30/2021,25 - 49 Years,0.754
11/30/2021,50 - 64 Years,0.873
11/30/2021,65+ Years,0.95
11/29/2021,<2 Years,0
11/29/2021,2 - 4 Years,0
11/29/2021,5 - 11 Years,0.167
11/29/2021,12 - 17 Years,0.619
11/29/2021,18 - 24 Years,0.689
11/29/2021,25 - 49 Years,0.752
11/29/2021,50 - 64 Years,0.871
11/29/2021,65+ Years,0.95
11/28/2021,<2 Years,0
11/28/2021,2 - 4 Years,0
11/28/2021,5 - 11 Years,0.164
11/28/2021,12 - 17 Years,0.618
11/28/2021,18 - 24 Years,0.688
11/28/2021,25 - 49 Years,0.751
11/28/2021,50 - 64 Years,0.87
11/28/2021,65+ Years,0.95
11/27/2021,<2 Years,0
11/27/2021,2 - 4 Years,0
11/27/2021,5 - 11 Years,0.163
11/27/2021,12 - 17 Years,0.618
11/27/2021,18 - 24 Years,0.688
11/27/2021,25 - 49 Years,0.751
11/27/2021,50 - 64 Years,0.87
11/27/2021,65+ Years,0.95
11/26/2021,<2 Years,0
11/26/2021,2 - 4 Years,0
11/26/2021,5 - 11 Years,0.161
11/26/2021,12 - 17 Years,0.617
11/26/2021,18 - 24 Years,0.688
11/26/2021,25 - 49 Years,0.75
11/26/2021,50 - 64 Years,0.869
11/26/2021,65+ Years,0.95
11/25/2021,<2 Years,0
11/25/2021,2 - 4 Years,0
11/25/2021,5 - 11 Years,0.158
11/25/2021,12 - 17 Years,0.617
11/25/2021,18 - 24 Years,0.687
11/25/2021,25 - 49 Years,0.75
11/25/2021,50 - 64 Years,0.868
11/25/2021,65+ Years,0.95
11/24/2021,<2 Years,0
11/24/2021,2 - 4 Years,0
11/24/2021,5 - 11 Years,0.158
11/24/2021,12 - 17 Years,0.617
11/24/2021,18 - 24 Years,0.687
11/24/2021,25 - 49 Years,0.75
11/24/2021,50 - 64 Years,0.868
11/24/2021,65+ Years,0.95
11/23/2021,<2 Years,0
11/23/2021,2 - 4 Years,0
11/23/2021,5 - 11 Years,0.153
11/23/2021,12 - 17 Years,0.616
11/23/2021,18 - 24 Years,0.685
11/23/2021,25 - 49 Years,0.749
11/23/2021,50 - 64 Years,0.867
11/23/2021,65+ Years,0.95
11/22/2021,<2 Years,0
11/22/2021,2 - 4 Years,0
11/22/2021,5 - 11 Years,0.147
11/22/2021,12 - 17 Years,0.615
11/22/2021,18 - 24 Years,0.684
11/22/2021,25 - 49 Years,0.747
11/22/2021,50 - 64 Years,0.866
11/22/2021,65+ Years,0.95
11/21/2021,<2 Years,0
11/21/2021,2 - 4 Years,0
11/21/2021,5 - 11 Years,0.141
11/21/2021,12 - 17 Years,0.614
11/21/2021,18 - 24 Years,0.683
11/21/2021,25 - 49 Years,0.746
11/21/2021,50 - 64 Years,0.865
11/21/2021,65+ Years,0.95
11/20/2021,<2 Years,0
11/20/2021,2 - 4 Years,0
11/20/2021,5 - 11 Years,0.138
11/20/2021,12 - 17 Years,0.614
11/20/2021,18 - 24 Years,0.683
11/20/2021,25 - 49 Years,0.746
11/20/2021,50 - 64 Years,0.865
11/20/2021,65+ Years,0.95
11/19/2021,<2 Years,0
11/19/2021,2 - 4 Years,0
11/19/2021,5 - 11 Years,0.129
11/19/2021,12 - 17 Years,0.613
11/19/2021,18 - 24 Years,0.682
11/19/2021,25 - 49 Years,0.745
11/19/2021,50 - 64 Years,0.864
11/19/2021,65+ Years,0.95
11/18/2021,<2 Years,0
11/18/2021,2 - 4 Years,0
11/18/2021,5 - 11 Years,0.121
11/18/2021,12 - 17 Years,0.612
11/18/2021,18 - 24 Years,0.681
11/18/2021,25 - 49 Years,0.744
11/18/2021,50 - 64 Years,0.863
11/18/2021,65+ Years,0.95
11/17/2021,<2 Years,0
11/17/2021,2 - 4 Years,0
11/17/2021,5 - 11 Years,0.114
11/17/2021,12 - 17 Years,0.611
11/17/2021,18 - 24 Years,0.68
11/17/2021,25 - 49 Years,0.743
11/17/2021,50 - 64 Years,0.862
11/17/2021,65+ Years,0.95
11/16/2021,<2 Years,0
11/16/2021,2 - 4 Years,0
11/16/2021,5 - 11 Years,0.106
11/16/2021,12 - 17 Years,0.61
11/16/2021,18 - 24 Years,0.679
11/16/2021,25 - 49 Years,0.742
11/16/2021,50 - 64 Years,0.861
11/16/2021,65+ Years,0.95
11/15/2021,<2 Years,0
11/15/2021,2 - 4 Years,0
11/15/2021,5 - 11 Years,0.099
11/15/2021,12 - 17 Years,0.609
11/15/2021,18 - 24 Years,0.678
11/15/2021,25 - 49 Years,0.741
11/15/2021,50 - 64 Years,0.86
11/15/2021,65+ Years,0.95
11/14/2021,<2 Years,0
11/14/2021,2 - 4 Years,0
11/14/2021,5 - 11 Years,0.093
11/14/2021,12 - 17 Years,0.608
11/14/2021,18 - 24 Years,0.677
11/14/2021,25 - 49 Years,0.74
11/14/2021,50 - 64 Years,0.859
11/14/2021,65+ Years,0.95
11/13/2021,<2 Years,0
11/13/2021,2 - 4 Years,0
11/13/2021,5 - 11 Years,0.088
11/13/2021,12 - 17 Years,0.608
11/13/2021,18 - 24 Years,0.677
11/13/2021,25 - 49 Years,0.739
11/13/2021,50 - 64 Years,0.858
11/13/2021,65+ Years,0.95
11/12/2021,<2 Years,0
11/12/2021,2 - 4 Years,0
11/12/2021,5 - 11 Years,0.076
11/12/2021,12 - 17 Years,0.607
11/12/2021,18 - 24 Years,0.676
11/12/2021,25 - 49 Years,0.739
11/12/2021,50 - 64 Years,0.858
11/12/2021,65+ Years,0.95
11/11/2021,<2 Years,0
11/11/2021,2 - 4 Years,0
11/11/2021,5 - 11 Years,0.064
11/11/2021,12 - 17 Years,0.606
11/11/2021,18 - 24 Years,0.676
11/11/2021,25 - 49 Years,0.738
11/11/2021,50 - 64 Years,0.857
11/11/2021,65+ Years,0.95
11/10/2021,<2 Years,0
11/10/2021,2 - 4 Years,0
11/10/2021,5 - 11 Years,0.054
11/10/2021,12 - 17 Years,0.605
11/10/2021,18 - 24 Years,0.675
11/10/2021,25 - 49 Years,0.737
11/10/2021,50 - 64 Years,0.856
11/10/2021,65+ Years,0.95
11/09/2021,<2 Years,0
11/09/2021,2 - 4 Years,0
11/09/2021,5 - 11 Years,0.044
11/09/2021,12 - 17 Years,0.604
11/09/2021,18 - 24 Years,0.674
11/09/2021,25 - 49 Years,0.736
11/09/2021,50 - 64 Years,0.855
11/09/2021,65+ Years,0.95
11/08/2021,<2 Years,0
11/08/2021,2 - 4 Years,0
11/08/2021,5 - 11 Years,0.035
11/08/2021,12 - 17 Years,0.603
11/08/2021,18 - 24 Years,0.673
11/08/2021,25 - 49 Years,0.735
11/08/2021,50 - 64 Years,0.854
11/08/2021,65+ Years,0.95
11/07/2021,<2 Years,0
11/07/2021,2 - 4 Years,0
11/07/2021,5 - 11 Years,0.027
11/07/2021,12 - 17 Years,0.602
11/07/2021,18 - 24 Years,0.672
11/07/2021,25 - 49 Years,0.734
11/07/2021,50 - 64 Years,0.853
11/07/2021,65+ Years,0.95
11/06/2021,<2 Years,0
11/06/2021,2 - 4 Years,0
11/06/2021,5 - 11 Years,0.023
11/06/2021,12 - 17 Years,0.602
11/06/2021,18 - 24 Years,0.672
11/06/2021,25 - 49 Years,0.734
11/06/2021,50 - 64 Years,0.853
11/06/2021,65+ Years,0.95
11/05/2021,<2 Years,0
11/05/2021,2 - 4 Years,0
11/05/2021,5 - 11 Years,0.015
11/05/2021,12 - 17 Years,0.601
11/05/2021,18 - 24 Years,0.671
11/05/2021,25 - 49 Years,0.733
11/05/2021,50 - 64 Years,0.852
11/05/2021,65+ Years,0.95
11/04/2021,<2 Years,0
11/04/2021,2 - 4 Years,0
11/04/2021,5 - 11 Years,0.011
11/04/2021,12 - 17 Years,0.601
11/04/2021,18 - 24 Years,0.67
11/04/2021,25 - 49 Years,0.732
11/04/2021,50 - 64 Years,0.851
11/04/2021,65+ Years,0.95
11/03/2021,<2 Years,0
11/03/2021,2 - 4 Years,0
11/03/2021,5 - 11 Years,0.008
11/03/2021,12 - 17 Years,0.6
11/03/2021,18 - 24 Years,0.67
11/03/2021,25 - 49 Years,0.731
11/03/2021,50 - 64 Years,0.85
11/03/2021,65+ Years,0.95
11/02/2021,<2 Years,0
11/02/2021,2 - 4 Years,0
11/02/2021,5 - 11 Years,0.007
11/02/2021,12 - 17 Years,0.599
11/02/2021,18 - 24 Years,0.669
11/02/2021,25 - 49 Years,0.73
11/02/2021,50 - 64 Years,0.85
11/02/2021,65+ Years,0.95
11/01/2021,<2 Years,0
11/01/2021,2 - 4 Years,0
11/01/2021,5 - 11 Years,0.007
11/01/2021,12 - 17 Years,0.599
11/01/2021,18 - 24 Years,0.668
11/01/2021,25 - 49 Years,0.729
11/01/2021,50 - 64 Years,0.849
11/01/2021,65+ Years,0.95
10/31/2021,<2 Years,0
10/31/2021,2 - 4 Years,0
10/31/2021,5 - 11 Years,0.007
10/31/2021,12 - 17 Years,0.598
10/31/2021,18 - 24 Years,0.667
10/31/2021,25 - 49 Years,0.728
10/31/2021,50 - 64 Years,0.848
10/31/2021,65+ Years,0.95
10/30/2021,<2 Years,0
10/30/2021,2 - 4 Years,0
10/30/2021,5 - 11 Years,0.007
10/30/2021,12 - 17 Years,0.598
10/30/2021,18 - 24 Years,0.667
10/30/2021,25 - 49 Years,0.728
10/30/2021,50 - 64 Years,0.847
10/30/2021,65+ Years,0.95
10/29/2021,<2 Years,0
10/29/2021,2 - 4 Years,0
10/29/2021,5 - 11 Years,0.007
10/29/2021,12 - 17 Years,0.597
10/29/2021,18 - 24 Years,0.666
10/29/2021,25 - 49 Years,0.727
10/29/2021,50 - 64 Years,0.847
10/29/2021,65+ Years,0.95
10/28/2021,<2 Years,0
10/28/2021,2 - 4 Years,0
10/28/2021,5 - 11 Years,0.007
10/28/2021,12 - 17 Years,0.596
10/28/2021,18 - 24 Years,0.665
10/28/2021,25 - 49 Years,0.726
10/28/2021,50 - 64 Years,0.846
10/28/2021,65+ Years,0.95
10/27/2021,<2 Years,0
10/27/2021,2 - 4 Years,0
10/27/2021,5 - 11 Years,0.007
10/27/2021,12 - 17 Years,0.596
10/27/2021,18 - 24 Years,0.665
10/27/2021,25 - 49 Years,0.725
10/27/2021,50 - 64 Years,0.845
10/27/2021,65+ Years,0.95
10/26/2021,<2 Years,0
10/26/2021,2 - 4 Years,0
10/26/2021,5 - 11 Years,0.007
10/26/2021,12 - 17 Years,0.595
10/26/2021,18 - 24 Years,0.664
10/26/2021,25 - 49 Years,0.724
10/26/2021,50 - 64 Years,0.844
10/26/2021,65+ Years,0.95
10/25/2021,<2 Years,0
10/25/2021,2 - 4 Years,0
10/25/2021,5 - 11 Years,0.007
10/25/2021,12 - 17 Years,0.595
10/25/2021,18 - 24 Years,0.663
10/25/2021,25 - 49 Years,0.723
10/25/2021,50 - 64 Years,0.843
10/25/2021,65+ Years,0.95
10/24/2021,<2 Years,0
10/24/2021,2 - 4 Years,0
10/24/2021,5 - 11 Years,0.007
10/24/2021,12 - 17 Years,0.594
10/24/2021,18 - 24 Years,0.662
10/24/2021,25 - 49 Years,0.722
10/24/2021,50 - 64 Years,0.842
10/24/2021,65+ Years,0.95
10/23/2021,<2 Years,0
10/23/2021,2 - 4 Years,0
10/23/2021,5 - 11 Years,0.007
10/23/2021,12 - 17 Years,0.594
10/23/2021,18 - 24 Years,0.662
10/23/2021,25 - 49 Years,0.722
10/23/2021,50 - 64 Years,0.842
10/23/2021,65+ Years,0.95
10/22/2021,<2 Years,0
10/22/2021,2 - 4 Years,0
10/22/2021,5 - 11 Years,0.007
10/22/2021,12 - 17 Years,0.593
10/22/2021,18 - 24 Years,0.661
10/22/2021,25 - 49 Years,0.721
10/22/2021,50 - 64 Years,0.841
10/22/2021,65+ Years,0.95
10/21/2021,<2 Years,0
10/21/2021,2 - 4 Years,0
10/21/2021,5 - 11 Years,0.007
10/21/2021,12 - 17 Years,0.592
10/21/2021,18 - 24 Years,0.66
10/21/2021,25 - 49 Years,0.72
10/21/2021,50 - 64 Years,0.84
10/21/2021,65+ Years,0.95
10/20/2021,<2 Years,0
10/20/2021,2 - 4 Years,0
10/20/2021,5 - 11 Years,0.007
10/20/2021,12 - 17 Years,0.592
10/20/2021,18 - 24 Years,0.66
10/20/2021,25 - 49 Years,0.72
10/20/2021,50 - 64 Years,0.84
10/20/2021,65+ Years,0.949
10/19/2021,<2 Years,0
10/19/2021,2 - 4 Years,0
10/19/2021,5 - 11 Years,0.007
10/19/2021,12 - 17 Years,0.591
10/19/2021,18 - 24 Years,0.659
10/19/2021,25 - 49 Years,0.719
10/19/2021,50 - 64 Years,0.839
10/19/2021,65+ Years,0.948
10/18/2021,<2 Years,0
10/18/2021,2 - 4 Years,0
10/18/2021,5 - 11 Years,0.007
10/18/2021,12 - 17 Years,0.59
10/18/2021,18 - 24 Years,0.658
10/18/2021,25 - 49 Years,0.718
10/18/2021,50 - 64 Years,0.839
10/18/2021,65+ Years,0.947
10/17/2021,<2 Years,0
10/17/2021,2 - 4 Years,0
10/17/2021,5 - 11 Years,0.007
10/17/2021,12 - 17 Years,0.59
10/17/2021,18 - 24 Years,0.657
10/17/2021,25 - 49 Years,0.717
10/17/2021,50 - 64 Years,0.838
10/17/2021,65+ Years,0.947
10/16/2021,<2 Years,0
10/16/2021,2 - 4 Years,0
10/16/2021,5 - 11 Years,0.007
10/16/2021,12 - 17 Years,0.589
10/16/2021,18 - 24 Years,0.657
10/16/2021,25 - 49 Years,0.717
10/16/2021,50 - 64 Years,0.838
10/16/2021,65+ Years,0.946
10/15/2021,<2 Years,0
10/15/2021,2 - 4 Years,0
10/15/2021,5 - 11 Years,0.007
10/15/2021,12 - 17 Years,0.589
10/15/2021,18 - 24 Years,0.656
10/15/2021,25 - 49 Years,0.716
10/15/2021,50 - 64 Years,0.837
10/15/2021,65+ Years,0.946
10/14/2021,<2 Years,0
10/14/2021,2 - 4 Years,0
10/14/2021,5 - 11 Years,0.007
10/14/2021,12 - 17 Years,0.588
10/14/2021,18 - 24 Years,0.655
10/14/2021,25 - 49 Years,0.715
10/14/2021,50 - 64 Years,0.837
10/14/2021,65+ Years,0.945
10/13/2021,<2 Years,0
10/13/2021,2 - 4 Years,0
10/13/2021,5 - 11 Years,0.007
10/13/2021,12 - 17 Years,0.587
10/13/2021,18 - 24 Years,0.654
10/13/2021,25 - 49 Years,0.715
10/13/2021,50 - 64 Years,0.836
10/13/2021,65+ Years,0.944
10/12/2021,<2 Years,0
10/12/2021,2 - 4 Years,0
10/12/2021,5 - 11 Years,0.007
10/12/2021,12 - 17 Years,0.586
10/12/2021,18 - 24 Years,0.653
10/12/2021,25 - 49 Years,0.714
10/12/2021,50 - 64 Years,0.835
10/12/2021,65+ Years,0.944
10/11/2021,<2 Years,0
10/11/2021,2 - 4 Years,0
10/11/2021,5 - 11 Years,0.007
10/11/2021,12 - 17 Years,0.585
10/11/2021,18 - 24 Years,0.653
10/11/2021,25 - 49 Years,0.713
10/11/2021,50 - 64 Years,0.835
10/11/2021,65+ Years,0.943
10/10/2021,<2 Years,0
10/10/2021,2 - 4 Years,0
10/10/2021,5 - 11 Years,0.007
10/10/2021,12 - 17 Years,0.585
10/10/2021,18 - 24 Years,0.652
10/10/2021,25 - 49 Years,0.712
10/10/2021,50 - 64 Years,0.834
10/10/2021,65+ Years,0.942
10/09/2021,<2 Years,0
10/09/2021,2 - 4 Years,0
10/09/2021,5 - 11 Years,0.007
10/09/2021,12 - 17 Years,0.584
10/09/2021,18 - 24 Years,0.651
10/09/2021,25 - 49 Years,0.712
10/09/2021,50 - 64 Years,0.834
10/09/2021,65+ Years,0.942
10/08/2021,<2 Years,0
10/08/2021,2 - 4 Years,0
10/08/2021,5 - 11 Years,0.007
10/08/2021,12 - 17 Years,0.583
10/08/2021,18 - 24 Years,0.651
10/08/2021,25 - 49 Years,0.711
10/08/2021,50 - 64 Years,0.833
10/08/2021,65+ Years,0.941
10/07/2021,<2 Years,0
10/07/2021,2 - 4 Years,0
10/07/2021,5 - 11 Years,0.007
10/07/2021,12 - 17 Years,0.582
10/07/2021,18 - 24 Years,0.65
10/07/2021,25 - 49 Years,0.71
10/07/2021,50 - 64 Years,0.833
10/07/2021,65+ Years,0.94
10/06/2021,<2 Years,0
